brand,name,product Category,quality,part Number,price,description,description_alternative,fitsTo,image,url
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-FPCB_SM-A705FN;
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-12468A
                                    ","
17.88 EUR        ","
                                ASSY SUB PBA-FPCB_SM-A705FN;
                            ",,,/storage/D84D3444816BC84F35C8E09BD1EF70690A5EEDC9D65085DC311EF1C25AE93098/4c22f8b0f5ce47f6a8aa519416a5fd04/png/media/b0065f4e453f47459770ae2a9a602a71/GH96-12468A.png,https://www.zandparts.com/en/samsung-gh96-12468a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung COVER-NANO_SIM-SINGER_ZD
                                ","
                                        ,
                                        Cover
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH63-15749D
                                    ","
5.86 EUR        ","
                                COVER-NANO_SIM-SINGER_ZD;
                            ",,Samsung  Smartphone  Galaxy J  SM-J600F Galaxy J6 2018,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh63-15749d
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung UNIT-IF FPCB(USB);SM-T710,10-0013-0558,4
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH59-14435A
                                    ","
11.93 EUR        ","
                                UNIT-IF FPCB(USB);SM-T710,10-0013-0558,4
                            ",,,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh59-14435a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY CASE-BAND S BUCKLE_ZB;SM-R360,TPEE,
                                ","
                                        ,
                                        Accessory
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH98-39732C
                                    ","
24.25 EUR        ","
                                ASSY CASE-BAND S BUCKLE_ZB;SM-R360,TPEE,
                            ",,Samsung  Wearable  Gear  SM-R360 Gear Fit2,/storage/A2FCB3D16E3D744E3C98DDBE0F4A5FF6C08ECA3B8384C2A34BC664767C2A814B/c027a05d7ef14258bc3ffdb7dc0e3c5f/png/media/f68087588ecf44c4ade1629647c5b6f0/GH98-39732C.png,https://www.zandparts.com/en/samsung-gh98-39732c
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Assy Stand P-Cover Top RIGHT (55UNU7100X)
                                ","
                                        ,
                                        Stand
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN96-45796A
                                    ","
28.10 EUR        ","
                                ASSY STAND P-COVER TOP RIGHT;55UNU7100X,
                            ",,"Samsung  TV  49 Inch  UE49NU7105K,Samsung  TV  49 Inch  UE49NU7305K,Samsung  TV  49 Inch  UE49RU7305K,Samsung  TV  50 Inch  UE50RU7105K,Samsung  TV  55 Inch  UE55NU7105K,Samsung  TV  55 Inch  UE55NU7305K,Samsung  TV  55 Inch  UE55RU7105K,Samsung  TV  55 Inch  UE55RU7305K,Samsung  TV  58 Inch  UE58RU7105K",/storage/99239F985782C3DB543EF16FEDDED4DAB9071AB9860B1EB29423E6FBD7359C2A/5de476b7b1f747289efca45a18183800/png/media/b7541542a71e4ecb996dc03233ee38b4/BN96-45796A.png,https://www.zandparts.com/en/samsung-bn96-45796a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-RFPCB(SM_A510F);
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-09837A
                                    ","
26.28 EUR        ","
                                ASSY SUB PBA-RFPCB(SM_A510F);
                            ",,Samsung  Smartphone  Galaxy A  SM-A510F Galaxy A5 2016,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh96-09837a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Camera Battery
                                ","
                                        ,
                                        Battery
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        AD43-00194A
                                    ","
16.48 EUR        ","
                                BATTERY-BP70A;BP70A,LI-ION,740MAH,4.2,3.
                            ",,,/storage/A04E86817F7773C664EBECFE182148F6447315F7AC88BE6B7EEADD18C0B6EA71/84b57f4c3f4445eaa97039168d7b9eb1/png/media/2e0f9eacb4aa40fd8c46c46f4bac96f4/AD43-00194A.png,https://www.zandparts.com/en/samsung-ad43-00194a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung UNIT-SIDE KEY FPCB
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH59-15383A
                                    ","
8.51 EUR        ","
                                UNIT-SIDE KEY FPCB_SM-G781B
                            ",,"Samsung  Smartphone  Galaxy A  SM-A525F Galaxy A52,Samsung  Smartphone  Galaxy A  SM-A526B Galaxy A52 5G,Samsung  Smartphone  Galaxy A  SM-A725F Galaxy A72,Samsung  Smartphone  Galaxy S  SM-G780F Galaxy S20 FE 4G,Samsung  Smartphone  Galaxy S  SM-G781B Galaxy S20 FE 5G",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh59-15383a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY PCB MAIN;P171,F500,MAIN PBA,230V 50
                                ","
                                        ,
                                        Mainboard
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        DC92-01223A
                                    ","
161.05 EUR        ","
                                ASSY PCB MAIN;P171,F500,MAIN PBA,230V 50
                            ",,Samsung  Home Appliances  Laundry  WF70F5E3P4W,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-dc92-01223a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung REMOCON-SMART CONTROL;2018 TV,SAMSUNG,14
                                ","
                                        ,
                                        Remote Control
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN59-01300F
                                    ",,"
                                REMOCON-SMART CONTROL;2018 TV,SAMSUNG,14
                            ",,"Samsung  TV  55 Inch  QE55Q8CNAT,Samsung  TV  55 Inch  QE55Q8DNAT,Samsung  TV  55 Inch  QE55Q8FNAT,Samsung  TV  65 Inch  QE65Q8CNAT,Samsung  TV  65 Inch  QE65Q8FNAT,Samsung  TV  65 Inch  QE65Q9FNAT,Samsung  TV  75 Inch  QE75Q8DNAT",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-bn59-01300f
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Assy Stand P-Cover Top LEFT (55UNU7100X,A)
                                ","
                                        ,
                                        Stand
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN96-45797A
                                    ","
29.86 EUR        ","
                                ASSY STAND P-COVER TOP LEFT;55UNU7100X,A
                            ",,"Samsung  TV  49 Inch  UE49NU7105K,Samsung  TV  49 Inch  UE49NU7305K,Samsung  TV  49 Inch  UE49RU7305K,Samsung  TV  50 Inch  UE50RU7105K,Samsung  TV  55 Inch  UE55NU7105K,Samsung  TV  55 Inch  UE55NU7305K,Samsung  TV  55 Inch  UE55RU7105K,Samsung  TV  55 Inch  UE55RU7305K,Samsung  TV  58 Inch  UE58RU7105K",/storage/C2F35BFA9E577F0A9AA78C6E34DE8CCF0844CA36EA1C120FB792E21DB5E65B6B/2166634622f94012b92467f69249e4b8/png/media/3e242e50bb3c4196a7759781a5e0ed8c/BN96-45797A.png,https://www.zandparts.com/en/samsung-bn96-45797a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Assy Stand P-Cover Top RIGHT (55URU8000F)
                                ","
                                        ,
                                        Stand
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN96-49125A
                                    ","
19.43 EUR        ","
                                ASSY STAND P-COVER TOP RIGHT;55URU8000F,
                            ",,"Samsung  TV  49 Inch  UE49RU8005U,Samsung  TV  55 Inch  UE55RU8005U",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-bn96-49125a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Assy Stand P-Guide (55NU8000,PC+ABS+GF20%)
                                ","
                                        ,
                                        Stand
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN96-45937A
                                    ","
43.16 EUR        ","
                                ASSY STAND P-GUIDE;55NU8000,PC+ABS+GF20%
                            ",,"Samsung  TV  49 Inch  UE49NU8005T,Samsung  TV  49 Inch  UE49NU8045T,Samsung  TV  49 Inch  UE49NU8055T,Samsung  TV  49 Inch  UE49NU8075T,Samsung  TV  55 Inch  UE55NU8005T,Samsung  TV  55 Inch  UE55NU8045T,Samsung  TV  55 Inch  UE55NU8055T,Samsung  TV  55 Inch  UE55NU8075T,Samsung  TV  55 Inch  UE55NU8505T,Samsung  TV  65 Inch  UE65NU8005T",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-bn96-45937a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-SIDE KEY FPCB SM-A426B
                                ","
                                        ,
                                        Uncategorized
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-13878A
                                    ","
7.54 EUR        ","
                                ASSY SUB PBA-SIDE KEY FPCB_SM-A426B
                            ",,"Samsung  Smartphone  Galaxy A  SM-A325F Galaxy A32,Samsung  Smartphone  Galaxy A  SM-A426B Galaxy A42 5G",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh96-13878a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Connector Card Slot CI-Adapter
                                ","
                                        ,
                                        Accessory
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        3709-001791
                                    ","
21.23 EUR        ","
                                Samsung Connector Card Slot CI-Adapter
                            ",,"Samsung  TV  22 Inch  UE22F5405AK,Samsung  TV  22 Inch  UE22F5415AK,Samsung  TV  22 Inch  UE22H5605AK,Samsung  TV  28 Inch  HG28EB690BB,Samsung  TV  28 Inch  HG28EC690AB,Samsung  TV  32 Inch  HG32EB690QB,Samsung  TV  32 Inch  HG32EC690DB,Samsung  TV  32 Inch  HG32EC770SK,Samsung  TV  32 Inch  UE32F4505AK,Samsung  TV  32 Inch  UE32F4515AK,Samsung  TV  32 Inch  UE32F5305AK,Samsung  TV  32 Inch  UE32F5505AK,Samsung  TV  32 Inch  UE32F6275SB,Samsung  TV  32 Inch  UE32F6475SB,Samsung  TV  32 Inch  UE32F6805SB,Samsung  TV  32 Inch  UE32H4505AK,Samsung  TV  32 Inch  UE32H5304AK,Samsung  TV  32 Inch  UE32H5505AK,Samsung  TV  32 Inch  UE32H6275SU,Samsung  TV  32 Inch  UE32H6475SU,Samsung  TV  32 Inch  UE32J5505AK,Samsung  TV  40 Inch  HG40EB690QB,Samsung  TV  40 Inch  HG40EC690DB,Samsung  TV  40 Inch  HG40EC770SK,Samsung  TV  40 Inch  HG40EC890XB,Samsung  TV  40 Inch  UE40F5305AK,Samsung  TV  40 Inch  UE40F5505AK,Samsung  TV  40 Inch  UE40F6275SB,Samsung  TV  40 Inch  UE40F6345SB,Samsung  TV  40 Inch  UE40F6475SB,Samsung  TV  40 Inch  UE40F6505SB,Samsung  TV  40 Inch  UE40F6645SB,Samsung  TV  40 Inch  UE40F6655SB,Samsung  TV  40 Inch  UE40F6675SB,Samsung  TV  40 Inch  UE40F6745SB,Samsung  TV  40 Inch  UE40F6755SB,Samsung  TV  40 Inch  UE40F6805SB,Samsung  TV  40 Inch  UE40F7005ST,Samsung  TV  40 Inch  UE40F8005ST,Samsung  TV  40 Inch  UE40H5304AK,Samsung  TV  40 Inch  UE40H5505AK,Samsung  TV  40 Inch  UE40H6204AK,Samsung  TV  40 Inch  UE40H6275SU,Samsung  TV  40 Inch  UE40H6475SU,Samsung  TV  40 Inch  UE40H6505ST,Samsung  TV  40 Inch  UE40H6655ST,Samsung  TV  40 Inch  UE40H6675ST,Samsung  TV  40 Inch  UE40H6705ST,Samsung  TV  40 Inch  UE40H7005SQ,Samsung  TV  40 Inch  UE40HU6905U,Samsung  TV  40 Inch  UE40JU6415U,Samsung  TV  40 Inch  UE40JU6435U,Samsung  TV  40 Inch  UE40JU6465U,Samsung  TV  40 Inch  UE40JU6475U,Samsung  TV  40 Inch  UE40JU6575U,Samsung  TV  40 Inch  UE40JU6655U,Samsung  TV  40 Inch  UE40JU6675U,Samsung  TV  40 Inch  UE40JU6745U,Samsung  TV  40 Inch  UE40JU7005T,Samsung  TV  40 Inch  UE48JU7005T,Samsung  TV  42 Inch  UE42F5305AK,Samsung  TV  42 Inch  UE42F5505AK,Samsung  TV  43 Inch  UE43J5505AK,Samsung  TV  43 Inch  UE43J5605AK,Samsung  TV  46 Inch  HG46EB690QB,Samsung  TV  46 Inch  HG46EB890QB,Samsung  TV  46 Inch  HG46EC770SK,Samsung  TV  46 Inch  HG46EC890XB,Samsung  TV  46 Inch  UE46F5305AK,Samsung  TV  46 Inch  UE46F5505AK,Samsung  TV  46 Inch  UE46F5700AW,Samsung  TV  46 Inch  UE46F6275SB,Samsung  TV  46 Inch  UE46F6345SB,Samsung  TV  46 Inch  UE46F6400AW,Samsung  TV  46 Inch  UE46F6475SB,Samsung  TV  46 Inch  UE46F6500SS,Samsung  TV  46 Inch  UE46F6505SB,Samsung  TV  46 Inch  UE46F6645SB,Samsung  TV  46 Inch  UE46F6655SB,Samsung  TV  46 Inch  UE46F6675SB,Samsung  TV  46 Inch  UE46F6745SB,Samsung  TV  46 Inch  UE46F6755SB,Samsung  TV  46 Inch  UE46F6800SS,Samsung  TV  46 Inch  UE46F6805SB,Samsung  TV  46 Inch  UE46F8005ST,Samsung  TV  46 Inch  UE46F8505ST,Samsung  TV  46 Inch  UE46H5304AK,Samsung  TV  46 Inch  UE46H6204AK,Samsung  TV  46 Inch  UE46H7000SL,Samsung  TV  48 Inch  HG48EC690DB,Samsung  TV  48 Inch  UE48H5505AK,Samsung  TV  48 Inch  UE48H6275SU,Samsung  TV  48 Inch  UE48H6475SU,Samsung  TV  48 Inch  UE48H6505ST,Samsung  TV  48 Inch  UE48H6655ST,Samsung  TV  48 Inch  UE48H6675ST,Samsung  TV  48 Inch  UE48H6705ST,Samsung  TV  48 Inch  UE48H6875SU,Samsung  TV  48 Inch  UE48H6895SU,Samsung  TV  48 Inch  UE48HU7505T,Samsung  TV  48 Inch  UE48J5505AK,Samsung  TV  48 Inch  UE48J6275SU,Samsung  TV  48 Inch  UE48JU6075U,Samsung  TV  48 Inch  UE48JU6415U,Samsung  TV  48 Inch  UE48JU6435U,Samsung  TV  48 Inch  UE48JU6465U,Samsung  TV  48 Inch  UE48JU6475U,Samsung  TV  48 Inch  UE48JU6575U,Samsung  TV  48 Inch  UE48JU6655U,Samsung  TV  48 Inch  UE48JU6675U,Samsung  TV  48 Inch  UE48JU6745U,Samsung  TV  48 Inch  UE48JU7005T,Samsung  TV  48 Inch  UE48JU7505T,Samsung  TV  49 Inch  UE49KU6405U,Samsung  TV  50 Inch  UE50F5505AK,Samsung  TV  50 Inch  UE50F6275SB,Samsung  TV  50 Inch  UE50F6475SB,Samsung  TV  50 Inch  UE50F6505SB,Samsung  TV  50 Inch  UE50F6645SB,Samsung  TV  50 Inch  UE50F6655SB,Samsung  TV  50 Inch  UE50F6675SB,Samsung  TV  50 Inch  UE50F6745SB,Samsung  TV  50 Inch  UE50F6755SB,Samsung  TV  50 Inch  UE50F6805SB,Samsung  TV  50 Inch  UE50H5304AK,Samsung  TV  50 Inch  UE50H5505AK,Samsung  TV  50 Inch  UE50H6275SU,Samsung  TV  50 Inch  UE50H6475SU,Samsung  TV  50 Inch  UE50HU6905U,Samsung  TV  50 Inch  UE50J6275SU,Samsung  TV  50 Inch  UE50JU6475U,Samsung  TV  50 Inch  UE50JU6875U,Samsung  TV  55 Inch  HG55EB690QB,Samsung  TV  55 Inch  HG55EC690EB,Samsung  TV  55 Inch  UE55F6345SB,Samsung  TV  55 Inch  UE55F6475SB,Samsung  TV  55 Inch  UE55F6505SB,Samsung  TV  55 Inch  UE55F6645SB,Samsung  TV  55 Inch  UE55F6655SB,Samsung  TV  55 Inch  UE55F6675SB,Samsung  TV  55 Inch  UE55F6745SB,Samsung  TV  55 Inch  UE55F6755SB,Samsung  TV  55 Inch  UE55F6805SB,Samsung  TV  55 Inch  UE55F7005ST,Samsung  TV  55 Inch  UE55F8000SL,Samsung  TV  55 Inch  UE55F8005ST,Samsung  TV  55 Inch  UE55F8505ST,Samsung  TV  55 Inch  UE55H6204AK,Samsung  TV  55 Inch  UE55H6275SU,Samsung  TV  55 Inch  UE55H6400AW,Samsung  TV  55 Inch  UE55H6475SU,Samsung  TV  55 Inch  UE55H6500SL,Samsung  TV  55 Inch  UE55H6505ST,Samsung  TV  55 Inch  UE55H6640SL,Samsung  TV  55 Inch  UE55H6655ST,Samsung  TV  55 Inch  UE55H6675,Samsung  TV  55 Inch  UE55H6675ST,Samsung  TV  55 Inch  UE55H6705ST,Samsung  TV  55 Inch  UE55H6875SU,Samsung  TV  55 Inch  UE55H6895SU,Samsung  TV  55 Inch  UE55HU6905U,Samsung  TV  55 Inch  UE55HU7105U,Samsung  TV  55 Inch  UE55HU7205U,Samsung  TV  55 Inch  UE55HU7505T,Samsung  TV  55 Inch  UE55HU8205T,Samsung  TV  55 Inch  UE55J6275SU,Samsung  TV  55 Inch  UE55J6375SU,Samsung  TV  55 Inch  UE55JS8005T,Samsung  TV  55 Inch  UE55JS8505T,Samsung  TV  55 Inch  UE55JU6075U,Samsung  TV  55 Inch  UE55JU6415U,Samsung  TV  55 Inch  UE55JU6435U,Samsung  TV  55 Inch  UE55JU6465U,Samsung  TV  55 Inch  UE55JU6475U,Samsung  TV  55 Inch  UE55JU6575U,Samsung  TV  55 Inch  UE55JU6655U,Samsung  TV  55 Inch  UE55JU6675U,Samsung  TV  55 Inch  UE55JU6745U,Samsung  TV  55 Inch  UE55JU6875U,Samsung  TV  55 Inch  UE55JU7005T,Samsung  TV  55 Inch  UE55JU7505T,Samsung  TV  55 Inch  UE55KU6075U,Samsung  TV  58 Inch  UE58H5204AK,Samsung  TV  60 Inch  HG60EC890XB,Samsung  TV  60 Inch  UE60F6375SB,Samsung  TV  60 Inch  UE60F7005ST,Samsung  TV  60 Inch  UE60H6275SU,Samsung  TV  60 Inch  UE60JU6075U,Samsung  TV  60 Inch  UE60JU6475U,Samsung  TV  60 Inch  UE60JU6875U,Samsung  TV  65 Inch  HG65EB890XB,Samsung  TV  65 Inch  HG65EC890VB,Samsung  TV  65 Inch  UE65F6475SB,Samsung  TV  65 Inch  UE65F8005ST,Samsung  TV  65 Inch  UE65H6475SU,Samsung  TV  65 Inch  UE65H8000SL,Samsung  TV  65 Inch  UE65HU7105U,Samsung  TV  65 Inch  UE65HU7205U,Samsung  TV  65 Inch  UE65HU7505T,Samsung  TV  65 Inch  UE65HU8205T,Samsung  TV  65 Inch  UE65JU6075U,Samsung  TV  65 Inch  UE65JU6475U,Samsung  TV  65 Inch  UE65JU6575U,Samsung  TV  65 Inch  UE65JU7005T,Samsung  TV  65 Inch  UE65JU7505T,Samsung  TV  75 Inch  UE75F6375SB,Samsung  TV  75 Inch  UE75F6475SB,Samsung  TV  75 Inch  UE75F8005ST,Samsung  TV  75 Inch  UE75H6475SU,Samsung  TV  75 Inch  UE75HU7505T,Samsung  TV  75 Inch  UE75JU6475U,Samsung  TV  75 Inch  UE75JU7005T,Samsung  TV  85 Inch  UE85HU7505,Samsung  TV  85 Inch  UE85HU7505T",/storage/392F9C594137C8B08395C3675C52CB1E4C57AEFB7F17B9B0DEF6D863F1FCE9F2/f05f102677bb4c49b57aa436114f1a2c/png/media/25692495de7948ab91fc0f8ea9444bc5/3709-001791.png,https://www.zandparts.com/en/samsung-3709-001791
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Vibra Motor+Flex
                                ","
                                        ,
                                        Uncategorized
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH31-00744A
                                    ","
7.73 EUR        ","
                                Samsung SM-A310F Galaxy A3 (2016) - Vibra Motor + Flex
                            ",,"Samsung  Smartphone  Galaxy A  SM-A202F Galaxy A20e,Samsung  Smartphone  Galaxy A  SM-A217F Galaxy A21s,Samsung  Smartphone  Galaxy A  SM-A307F Galaxy A30s,Samsung  Smartphone  Galaxy A  SM-A310F Galaxy A3 2016,Samsung  Smartphone  Galaxy A  SM-A310X Galaxy A3 2016,Samsung  Smartphone  Galaxy A  SM-A320F Galaxy A3 2017,Samsung  Smartphone  Galaxy A  SM-A325F Galaxy A32,Samsung  Smartphone  Galaxy A  SM-A326B Galaxy A32 5G,Samsung  Smartphone  Galaxy A  SM-A405F Galaxy A40,Samsung  Smartphone  Galaxy A  SM-A426B Galaxy A42 5G,Samsung  Smartphone  Galaxy A  SM-A505F Galaxy A50,Samsung  Smartphone  Galaxy A  SM-A510X Galaxy A5 2016,Samsung  Smartphone  Galaxy A  SM-A515F Galaxy A51,Samsung  Smartphone  Galaxy A  SM-A525F Galaxy A52,Samsung  Smartphone  Galaxy A  SM-A526B Galaxy A52 5G,Samsung  Smartphone  Galaxy A  SM-A725F Galaxy A72,Samsung  Smartphone  Galaxy A  SM-A920F Galaxy A9 (2018),Samsung  Smartphone  Galaxy J  SM-J510F Galaxy J5 2016,Samsung  Smartphone  Galaxy M  SM-M205F Galaxy M20,Samsung  Smartphone  Galaxy M  SM-M215F Galaxy M21,Samsung  Smartphone  Galaxy M  SM-M307F Galaxy M30s,Samsung  Smartphone  Galaxy M  SM-M315F Galaxy M31,Samsung  Smartphone  Galaxy M  SM-M317F Galaxy M31s",/storage/07AB239EA2D4C364B33A5105BA538C23E1D6657D880D6D69D7841775AB465667/72b809864f4843fbbbbe384b99610bed/500-333-0-jpg.Jpeg/media/cac75e11ee484e5c806b08b5560805b8/GH31-00744A.jpeg,https://www.zandparts.com/en/samsung-gh31-00744a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-RS FPCB SM-G998B
                                ","
                                        ,
                                        Sub Board
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-14071A
                                    ","
28.91 EUR        ","
                                ASSY SUB PBA-RS FPCB_SM-G998B
                            ",,Samsung  Smartphone  Galaxy S  SM-G998 Galaxy S21 Ultra 5G,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh96-14071a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung Unit- FRC FPCB (SM-G988U)
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH59-15236A
                                    ","
14.43 EUR        ","
                                UNIT-FRC FPCB_SM-G988U
                            ",,Samsung  Smartphone  Galaxy S  SM-G988B Galaxy S20 Ultra 5G,/storage/B1D587C81808756067E156A2CE8DD1931247BE35342DABA7468F2FAB1E133CC0/9fa7855c22a5492385d87d427dcea555/png/media/a2f305fa03f24059b096bcfe5fb08a35/GH59-15236A.png,https://www.zandparts.com/en/samsung-gh59-15236a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-PWR KEY FPCB_SM-J600F
                                ","
                                        ,
                                        Flex
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-11800A
                                    ","
7.88 EUR        ","
                                ASSY SUB PBA-PWR KEY FPCB_SM-J600F
                            ",,"Samsung  Smartphone  Galaxy J  SM-J415F Galaxy J4 Plus (2018),Samsung  Smartphone  Galaxy J  SM-J600F Galaxy J6 2018",/storage/901F785A3741492FE64EBB818734D1B805D22405476BA467D49EF87113CBE76C/275210dbe2e3410dbe7a536139f04a7b/500-333-0-jpg.Jpeg/media/4bd7e7c95b2243ad95b2642dcba674d4/GH96-11800A.jpeg,https://www.zandparts.com/en/samsung-gh96-11800a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY SUB PBA-SM-M515F
                                ","
                                        ,
                                        Sub Board
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        GH96-13765A
                                    ","
18.03 EUR        ","
                                ASSY SUB PBA-SM-M515F
                            ",,Samsung  Smartphone  Galaxy M  SM-M515F Galaxy M51,/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-gh96-13765a
"
                                        ,
                                        Samsung
                                    ","
                                    Samsung ASSY TV STAND P-GUIDE; 75QTQ70E, PP+GF40%, BLA
                                ","
                                        ,
                                        Stand
                                    ","
                                        ,
                                        Original
                                    ","
                                        ,
                                        BN96-50602A
                                    ","
62.23 EUR        ","
                                ASSY STAND P-GUIDE;75QTQ70E,PP+GF40%,BLA
                            ",,"Samsung  TV  75 Inch  QE75Q70TAT,Samsung  TV  75 Inch  QE75Q74TAT,Samsung  TV  75 Inch  QE75Q75TAT,Samsung  TV  75 Inch  QE75Q77TAT",/storage/B9A96D9D23948C467BC97D0DC876523A276E0D794971E51824F48D2B62F4D93B/9340b960d497476e8eb0529f23e98ecb/500-166-0-png.Png/media/c935bd2228e74de8ab22c0137aedb6b4/2000px-Samsung_Logo.svg.png,https://www.zandparts.com/en/samsung-bn96-50602a
